Text,Label
"We study the effect of intrinsic noise on the thermodynamic balance of complex chemical networks subtending cellular metabolism and gene regulation. A topological network property called deficiency, known to determine the possibility of complex behavior such as multistability and oscillations, is shown to also characterize the entropic balance. In particular, only when deficiency is zero does the average stochastic dissipation rate equal that of the corresponding deterministic model, where correlations are disregarded. In fact, dissipation can be reduced by the effect of noise, as occurs in a toy model of metabolism that we employ to illustrate our findings. This phenomenon highlights that there is a close interplay between deficiency and the activation of new dissipative pathways at low molecule numbers.",Human
"The shapes of branching trees have been linked to disease transmission patterns. In this paper we use the general Crump-Mode-Jagers branching process to model an outbreak of an infectious disease under mild assumptions. Introducing a new class of characteristic functions, we are able to derive a formula for the limit of the frequency of the occurrences of a given shape in a general tree. The computational challenges concerning the evaluation of this formula are in part overcome using the Jumping Chronological Contour Process. We apply the formula to derive the limit of the frequency of cherries, pitchforks and double cherries in the constant rate birth-death model, and the frequency of cherries under a non-constant death rate.",Human
"We present generalized delayed neural network (DNN) model with positive delay feedback and neuron history. The local stability analysis around trivial local equilibria of delayed neural networks has applied and determine the conditions for the existence of zero root. We develop few innovative delayed neural network models in different dimensions through transformation and extension of some existing models. We found that zero root can have multiplicity two under certain conditions. We further show how the characteristic equation can have zero root and its multiplicity is dependent on the conditions undertaken. Finally, we generalize the neural network of $N$ neurons through which we determine the general form of Jacobian of the linear form and corresponding characteristic equation of the system.",Human
"We propose a stochastic individual-based model of the progression of atrial fibrillation (AF). The model operates at patient level over a lifetime and is based on elements of the physiology and biophysics of AF, making contact with existing mechanistic models. The outputs of the model are times when the patient is in normal rhythm and AF, and we carry out a population-level analysis of the statistics of disease progression. While the model is stylised at present and not directly predictive, future improvements are proposed to tighten the gap between existing mechanistic models of AF, and epidemiological data, with a view towards model-based personalised medicine.",Human
"Energy efficiency is closely related to the evolution of biological systems and is important to their information processing. In this paper, we calculated the excitation probability of a simple model of a bistable biological unit in response to pulsatile inputs, and its spontaneous excitation rate due to noise perturbation. Then we analytically calculated the mutual information, energy cost, and energy efficiency of an array of these bistable units. We found that the optimal number of units could maximize this array's energy efficiency in encoding pulse inputs, which depends on the fixed energy cost. We conclude that demand for energy efficiency in biological systems may strongly influence the size of these systems under the pressure of natural selection.",Human
"Recent experimental and theoretical studies show that energy efficiency, which measures the amount of information processed by a neuron with per unit of energy consumption, plays an important role in the evolution of neural systems. Here, we calculated the information rates and energy efficiencies of the Hodgkin-Huxley (HH) neuron model at different temperatures in a noisy environment. We found that both the information rate and energy efficiency are maximized by certain temperatures. Though the information rate and energy efficiency cannot be maximized simultaneously, the neuron holds a high information processing capacity at the temperature corresponding to maximal energy efficiency. Our results support the idea that the energy efficiency is a selective pressure that influences the evolution of nervous systems.",Human
"A small portion of a tissue defines a microstate in gene expression space. Mutations, epigenetic events or external factors cause microstate displacements which are modeled by combining small independent gene expression variations and large Levy jumps, resulting from the collective variations of a set of genes. The risk of cancer in a tissue is estimated as the microstate probability to transit from the normal to the tumor region in gene expression space. The formula coming from the contribution of large Levy jumps seems to provide a qualitatively correct description of the lifetime risk of cancer, and reveals an interesting connection between the risk and the way the tissue is protected against infections.",Human
"Cell reproduction involves replication of diverse molecule species, in contrast to simple replication system with fewer components. Here, we address why such diversity is sustained despite the efficiency of simple replication systems, using a cell model with catalytic reaction dynamics that grew by uptake of environmental resources. Limited resources led to increased diversity of components within the system, and the number of coexisting species increased with a negative power of the resource abundances. The diversity was explained from the optimum growth speed of the cell, determined by a tradeoff between the utility of diverse resources and the concentration onto fewer components to increase the reaction rate.",Human
"Human immunodeficiency virus (HIV) evolves with extraordinary rapidity. However, its evolution is constrained by interactions between mutations in its fitness landscape. Here we show that an Ising model describing these interactions, inferred from sequence data obtained prior to the use of antiretroviral drugs, can be used to identify clinically significant sites of resistance mutations. Successful predictions of the resistance sites indicate progress in the development of successful models of real viral evolution at the single residue level, and suggest that our approach may be applied to help design new therapies that are less prone to failure even where resistance data is not yet available.",Human
"Enzymes have been recently found to exhibit enhanced diffusion due to their catalytic activities. A recent experiment [C. Riedel et al., Nature 517, 227 (2015)] has found evidence that suggests this phenomenon might be controlled by the degree of exothermicity of the catalytic reaction involved. Four mechanisms that can lead to this effect, namely, self-thermophoresis, boost in kinetic energy, stochastic swimming, and collective heating, are critically discussed, and it is shown that only the last two could be strong enough to account for the observations. The resulting quantitative description is used to examine the biological significance of the effect.",Human
"Solid-state nanopores are single molecule sensors that measure changes in ionic current as charged polymers such as DNA pass through. Here, we present comprehensive experiments on the length, voltage and salt dependence of the frequency of double-stranded DNA translocations through conical quartz nanopores with mean opening diameter 15 nm. We observe an entropic barrier limited, length dependent translocation frequency at 4M LiCl salt concentration and a drift-dominated, length independent translocation frequency at 1M KCl salt concentration. These observations are described by a unifying convection-diffusion equation which includes the contribution of an entropic barrier for polymer entry.",Human
"Possibilities for using geometry and topology to analyze statistical problems in biology raise a host of novel questions in geometry, probability, algebra, and combinatorics that demonstrate the power of biology to influence the future of pure mathematics. This expository article is a tour through some biological explorations and their mathematical ramifications. The article starts with evolution of novel topological features in wing veins of fruit flies, which are quantified using the algebraic structure of multiparameter persistent homology. The statistical issues involved highlight mathematical implications of sampling from moduli spaces. These lead to geometric probability on stratified spaces, including the sticky phenomenon for Frechet means and the origin of this mathematical area in the reconstruction of phylogenetic trees.",Human
"Gene regulatory circuits must contend with intrinsic noise that arises due to finite numbers of proteins. While some circuits act to reduce this noise, others appear to exploit it. A striking example is the competence circuit in Bacillus subtilis, which exhibits much larger noise in the duration of its competence events than a synthetically constructed analog that performs the same function. Here, using stochastic modeling and fluorescence microscopy, we show that this larger noise allows cells to exit terminal phenotypic states, which expands the range of stress levels to which cells are responsive and leads to phenotypic heterogeneity at the population level. This is an important example of how noise confers a functional benefit in a genetic decision-making circuit.",Human
"We investigate a hybrid PDE/Monte Carlo technique for the variance reduced simulation of an agent-based multiscale model for tumor growth. The variance reduction is achieved by combining a simulation of the stochastic agent-based model on the microscopic scale with a deterministic solution of a simplified (coarse) partial differential equation (PDE) on the macroscopic scale as a control variable. We show that this technique is able to significantly reduce the variance with only the (limited) additional computational cost associated with the deterministic solution of the coarse PDE. We illustrate the performance with numerical experiments in different regimes, both in the avascular and vascular stage of tumor growth.",Human
"The structural flexibility of nucleic acids plays a key role in many fundamental life processes, such as gene replication and expression, DNA-protein recognition, and gene regulation. To obtain a thorough understanding of nucleic acid flexibility, extensive studies have been performed using various experimental methods and theoretical models. In this review, we will introduce the progress that has been made in understanding the flexibility of nucleic acids including DNAs and RNAs, and will emphasize the experimental findings and the effects of salt, temperature, and sequence. Finally, we will discuss the major unanswered questions in understanding the flexibility of nucleic acids.",Human
"A biological system consists of a variety of polymers that are synthesized from monomers, by catalysis that exists only for some long polymers. It is important to elucidate the emergence and sustenance of such autocatalytic polymerization. We analyze here the stochastic polymerization reaction dynamics, to investigate the transition time from a state with almost no catalysts to a state with sufficient catalysts. We found an optimal volume that minimizes this transition time, which agrees with the inverse of the catalyst concentration at the unstable fixed point that separates the two states, as is theoretically explained. Relevance to the origin of life is also discussed.",Human
"Despite the biological importance of non-coding RNA, their structural characterization remains challenging. Making use of the rapidly growing sequence databases, we analyze nucleotide coevolution across homologous sequences via Direct-Coupling Analysis to detect nucleotide-nucleotide contacts. For a representative set of riboswitches, we show that the results of Direct-Coupling Analysis in combination with a generalized Nussinov algorithm systematically improve the results of RNA secondary structure prediction beyond traditional covariance approaches based on mutual information. Even more importantly, we show that the results of Direct-Coupling Analysis are enriched in tertiary structure contacts. By integrating these predictions into molecular modeling tools, systematically improved tertiary structure predictions can be obtained, as compared to using secondary structure information alone.",Human
"Given a system $M$ in a thermal bath we obtain a generalized detailed balance relation for the ratio $r=\pi_\tau(K\to J)/\pi_\tau(J\to K)$ of the transition probabilities $M:J\to K$ and $M:K\to J$ in time $\tau$. We assume an active bath, containing solute molecules in metastable states. These molecules may react with $M$ and the transition $J\to K$ occurs through different channels $\alpha$ involving different reactions with the bath. We find that $r=\sum p^\alpha r^\alpha$, where $p^\alpha$ is the probability that channel $\alpha$ occurs, and $r^\alpha$ depends on the amount of heat (more precisely enthalpy) released to the bath in channel $\alpha$.",Human
"Recent years have witnessed a surge of biological interest in the minimum spanning tree (MST) problem for its relevance to automatic model construction using the distances between data points. Despite the increasing use of MST algorithms for this purpose, the goodness-of-fit of an MST to the data is often elusive because no quantitative criteria have been developed to measure it. Motivated by this, we provide a necessary and sufficient condition to ensure that a metric space on n points can be represented by a fully labeled tree on n vertices, and thereby determine when an MST preserves all pairwise distances between points in a finite metric space.",Human
"Base-pockets (non-complementary base-pairs) in a double-stranded DNA play a crucial role in biological processes. Because of thermal fluctuations, it can lower the stability of DNA, whereas, in case of DNA aptamer, small molecules e.g. adenosinemonophosphate(AMP), adenosinetriphosphate(ATP) etc, form additional hydrogen bonds with base-pockets termed as ""binding-pockets"", which enhance the stability. Using the Langevin Dynamics simulations of coarse grained model of DNA followed by atomistic simulations, we investigated the influence of base-pocket and binding-pocket on the stability of DNA aptamer. Striking differences have been reported here for the separation induced by temperature and force, which require further investigation by single molecule experiments.",Human
"How cells reliably infer information about their environment is a fundamentally important question. While sensing and signaling generally start with cell-surface receptors, the degree of accuracy with which a cell can measure external ligand concentration with even the simplest device - a single receptor - is surprisingly hard to pin down. Recent studies provide conflicting results for the fundamental physical limits. Comparison is made difficult as different studies either suggest different readout mechanisms of the ligand-receptor occupancy, or differ on how ligand diffusion is implemented. Here we critically analyse these studies and present a unifying perspective on the limits of sensing, with wide-ranging biological implications.",Human
"Many membrane-bound molecules in cells form small clusters. It has been hypothesized that these clusters convert an analog extracellular signal into a digital intracellular signal and that this conversion increases signaling fidelity. However, the mechanism by which clusters digitize a signal and the subsequent effects on fidelity remain poorly understood. Here we demonstrate using a stochastic model of cooperative cluster formation that sufficient cooperation leads to digital signaling. We show that despite reducing the number of output states, which decreases fidelity, digitization also reduces noise in the system, which increases fidelity. The tradeoff between these effects leads to an optimal cluster size that agrees with experimental measurements.",Human
"Discrete and Continuous Dynamics is the first in a series of articles on Network Models for Epidemiology. This project began in the Fall quarter of 2014 in my continuous modeling course. Since then, it has taken off and turned into a series of articles, which I hope to compile into a single report. The purpose of the report is to explore mathematical epidemiology. In this article, we discuss the historical approach to disease modeling with compartmental models. We discuss the issues and benefits of using network models. We build a discrete dynamical system to describe infection and recovery of individuals in the population. Lastly, we detail the computational scheme for iterating this model.",Human
"Successful adaptation helped the emergence of complexity. Alternating plastic- and rigid-like states were recurrently considered to play a role in adaptive processes. However, this extensive knowledge remained fragmented. In this paper I describe plasticity-rigidity cycles as a general adaptation mechanism operating in molecular assemblies, assisted protein folding, cellular differentiation, learning, memory formation, creative thinking, as well as the organization of social groups and ecosystems. Plasticity-rigidity cycles enable a novel understanding of aging, exploration/exploitation trade-off and evolvability, as well as help the design of efficient interventions in medicine and in crisis management of financial and biological ecosystems.",Human
The three dimensional structure of DNA in the nucleus (chromatin) plays an important role in many cellular processes. Recent experimental advances have led to high-throughput methods of capturing information about chromatin conformation on genome-wide scales. New models are needed to quantitatively interpret this data at a global scale. Here we introduce the use of tools from topological data analysis to study chromatin conformation. We use persistent homology to identify and characterize conserved loops and voids in contact map data and identify scales of interaction. We demonstrate the utility of the approach on simulated data and then look data from both a bacterial genome and a human cell line. We identify substantial multiscale topology in these datasets.,Human
"Same-sex sexual behavior is ubiquitous in the animal kingdom, but its adaptive origins remain a prominent puzzle. Here I suggest the possibility that same-sex sexual behavior arises as a consequence of the competition between an evolutionary drive for a wide diversity in traits, which improves the adaptability of a species, and a drive for sexual dichotomization of traits, which promotes opposite-sex attraction and increases the rate of reproduction. A simple analytical ""toy model"" is proposed for describing this tradeoff. The model exhibits a number of interesting features, and suggests a simple mathematical form for describing the sexual orientation continuum.",Human
"We present an extensive, systematic study of the Prisoner's Dilemma and Snowdrift games on a square lattice under a synchronous, noiseless imitation dynamics. We show that for both the occupancy of the network and the (random) mobility of the agents there are intermediate values that may increase the amount of cooperators in the system and new phases appear. We analytically determine the transition lines between these phases and compare with the mean field prediction and the observed behavior on a square lattice. We point out which are the more relevant microscopic processes that entitle cooperators to invade a population of defectors in the presence of mobility and discuss the universality of these results.",Human
"We perform a statistical study of the distances between successive occurrencies of a given dinucleotide in the DNA sequence for a number of organisms of different complexity. Our analysis highlights peculiar features of the dinucleotide CG distribution in mammalian DNA, pointing towards a connection with the role of such dinucleotide in DNA methylation. While the CG distributions of mammals exhibit exponential tails with comparable parameters, the picture for the other organisms studied (e.g., fish, insects, bacteria and viruses) is more heterogeneous, possibly because in these organisms DNA methylation has different functional roles. Our analysis suggests that the distribution of the distances between dinucleotides CG provides useful insights in characterizing and classifying organisms in terms of methylation functionalities.",Human
"Population expansions trigger many biomedical and ecological transitions, from tumor growth to invasions of non-native species. Although population spreading often selects for more invasive phenotypes, we show that this outcome is far from inevitable. In cooperative populations, mutations reducing dispersal have a competitive advantage. Such mutations then steadily accumulate at the expansion front bringing invasion to a halt. Our findings are a rare example of evolution driving the population into an unfavorable state and could lead to new strategies to combat unwelcome invaders. In addition, we obtain an exact analytical expression for the fitness advantage of mutants with different dispersal rates.",Human
"The radical-pair mechanism was introduced in the 1960's to explain anomalously large EPR and NMR signals in chemical reactions of organic molecules. It has evolved to the cornerstone of spin chemistry, the study of the effect electron and nuclear spins have on chemical reactions, with the avian magnetic compass mechanism and the photosynthetic reaction center dynamics being prominent biophysical manifestations of such effects. In recent years the radical-pair mechanism was shown to be an ideal biological system where the conceptual tools of quantum information science can be fruitfully applied. We will here review recent work making the case that the radical-pair mechanism is indeed a major driving force of the emerging field of quantum biology.",Human
"We model and simulate the performance of charge-transfer in nonphotochemical quenching (NPQ) in the CP29 light-harvesting antenna-complex associated with photosystem II (PSII). The model consists of five discrete excitonic energy states and two sinks, responsible for the potentially damaging processes and charge-transfer channels, respectively. We demonstrate that by varying (i) the parameters of the chlorophyll-based dimer, (ii) the resonant properties of the protein-solvent environment interaction, and (iii) the energy transfer rates to the sinks, one can significantly improve the performance of the NPQ. Our analysis suggests strategies for improving the performance of the NPQ in response to environmental changes, and may stimulate experimental verification.",Human
"Locating recombination hotspots in genomic data is an important but difficult task. Current methods frequently rely on estimating complicated models at high computational cost. In this paper we develop an extremely fast, scalable method for inferring recombination hot spots in a population of genomic sequences that is based on the singular value decomposition. Our method performs well in several synthetic data scenarios. We also apply our technique to a real data investigation of the evolution of drug therapy resistance in a population of HIV genomic sequences. Finally, we compare our method both on real and simulated data to a state of the art algorithm.",Human
"Spatial stochastic molecular simulations in biology are limited by the intense computation required to track molecules in space either in a discrete time or discrete space framework, meaning that the serial limit has already been reached in sub-cellular models. This calls for parallel simulations that can take advantage of the power of modern supercomputers; however exact methods are known to be inherently serial. We introduce an operator splitting implementation for irregular grids with a novel method to improve accuracy, and demonstrate potential for scalable parallel simulations in an initial MPI version. We foresee that this groundwork will enable larger scale, whole-cell stochastic simulations in the near future.",Human
"Limited-view artefacts are commonly present in optoacoustic tomography images, mainly due to practical geometrical and physical constraints imposed by the imaging systems as well as limited light penetration into large optically opaque samples. Herein, a new approach termed dynamic particle-enhanced optoacoustic tomography (DPOT) is proposed for improving image contrast and visibility of optoacoustic images under limited-view scenarios. The method is based on the non- linear combination of a temporal sequence of tomographic reconstructions representing sparsely distributed moving particles. We demonstrate experimental performance by dynamically imaging the flow of suspended microspheres in three dimensions, which shows promise for DPOT applicability in angiographic imaging in living organisms.",Human
"We propose a multiscale chemo-mechanical model of cancer tumour development in an epithelial tissue. The model is based on transformation of normal cells into the cancerous state triggered by a local failure of spatial synchronisation of the circadian rhythm. The model includes mechanical interactions and chemical signal exchange between neighbouring cells, as well as division of cells and intercalation, and allows for modification of the respective parameters following transformation into the cancerous state. The numerical simulations reproduce different dephasing patterns - spiral waves and quasistationary clustering, with the latter being conducive to cancer formation. Modification of mechanical properties reproduces distinct behaviour of invasive and localised carcinoma.",Human
"Phase diagram of the ground states of DNA in a bad solvent is studied for a semi-flexible polymer model with a generalized local elastic bending potential characterized by a nonlinearity parameter $x$ and effective self-attraction promoting compaction. $x=1$ corresponds to the worm-like chain model. Surprisingly, the phase diagram as well as the transition lines between the ground states are found to be a function of $x$. The model provides a simple explanation for the results of prior experimental and computational studies and makes predictions for the specific geometries of the ground states. The results underscore the impact of the form of the microscopic bending energy at macroscopic observable scales.",Human
"We study mathematical models describing the evolution of stochastic age-structured populations. After reviewing existing approaches, we present a full kinetic framework for age-structured interacting populations undergoing birth, death and fission processes, in spatially dependent environments. We define the complete probability density for the population-size-age-chart and find results under specific conditions. Connections with more classical models are also explicitly derived. In particular, we show that factorial moments for non-interacting processes are described by a natural generalization of the McKendrick-von Foerster equation, which describes mean-field deterministic behaviour. Our approach utilizes mixed type, multi-dimensional probability distributions similar to those employed in the study of gas kinetics, with terms that satisfy BBGKY-like equation hierarchies.",Human
"We propose a discrete in continuous mathematical model describing the in vitro growth process of biophsy-derived mammalian cardiac progenitor cells growing as clusters in the form of spheres (Cardiospheres). The approach is hybrid: discrete at cellular scale and continuous at molecular level. In the present model cells are subject to the self-organizing collective dynamics mechanism and, additionally, they can proliferate and differentiate, also depending on stochastic processes. The two latter processes are triggered and regulated by chemical signals present in the environment. Numerical simulations show the structure and the development of the clustered progenitors and are in a good agreement with the results obtained from in vitro experiments.",Human
"The low efficiency of commercially-used reverse osmosis (RO) membranes has been the main obstacle in seawater desalination application. Here, we report the auspicious performance, through molecular dynamics simulations, of a seawater desalination filter based on the recently-synthesized graphene-like carbon nitride (g-C2N) [Nat. Commun., 2015, 6, 6486]. Taking advantage of the inherent nanopores and excellent mechanical properties of g-C2N filter, highly efficient seawater desalination can be achieved by modulating the nanopores under tensile strain. The water permeability can be improved by two orders of magnitude compared to RO membranes, which offers a promising approach to the global water shortage solution.",Human
"We present a theoretical analysis of exciton transfer and decoherence effects in a photosynthetic dimer interacting with collective (correlated) and local (uncorrelated) protein-solvent environments. Our approach is based on the framework of the spin-boson model. We derive explicitly the thermal relaxation and decoherence rates of the exciton transfer process, valid for arbitrary temperatures and for arbitrary (in particular, large) interaction constants between the dimer and the environments. We establish a generalization of the Marcus formula, giving reaction rates for dimer levels possibly individually and asymmetrically coupled to environments. We identify rigorously parameter regimes for the validity of the generalized Marcus formula.   The existence of long living quantum coherences at ambient temperatures emerges naturally from our approach.",Human
"Theoretical physics is the search for simple and universal mathematical descriptions of the natural world. In contrast, much of modern biology is an exploration of the complexity and diversity of life. For many, this contrast is prima facie evidence that theory, in the sense that physicists use the word, is impossible in a biological context. For others, this contrast serves to highlight a grand challenge. I'm an optimist, and believe (along with many colleagues) that the time is ripe for the emergence of a more unified theoretical physics of biological systems, building on successes in thinking about particular phenomena. In this essay I try to explain the reasons for my optimism, through a combination of historical and modern examples.",Human
"The importance of collective cellular migration during embryogenesis and tissue repair asks for a sound understanding of underlying principles and mechanisms. Here, we address recent in vitro experiments on cell monolayers which show that the advancement of the leading edge relies on cell proliferation and protrusive activity at the tissue margin. Within a simple viscoelastic mechanical model amenable to detailed analysis, we identify a key parameter responsible for tissue expansion, and we determine the dependence of the monolayer velocity as a function of measurable rheological parameters. Our results allow us to discuss the effects of pharmacological perturbations on the observed tissue dynamics.",Human
"We explore the range of probabilistic behaviours that can be engineered with Chemical Reaction Networks (CRNs). We show that at steady state CRNs are able to ""program"" any distribution with finite support in $\mathbb{N}^m$, with $m \geq 1$. Moreover, any distribution with countable infinite support can be approximated with arbitrarily small error under the $L^1$ norm. We also give optimized schemes for special distributions, including the uniform distribution. Finally, we formulate a calculus to compute on distributions that is complete for finite support distributions, and can be compiled to a restricted class of CRNs that at steady state realize those distributions.",Human
"The three-dimensional organisation of chromosomes can be probed using methods such as Capture-C. However it is unclear how such population level data relates to the organisation within a single cell, and the mechanisms leading to the observed interactions are still largely obscure. We present a polymer modelling scheme based on the assumption that chromosome architecture is maintained by protein bridges which form chromatin loops. To test the model we perform FISH experiments and also compare with Capture-C data. Starting merely from the locations of protein binding sites, our model accurately predicts the experimentally observed chromatin interactions, revealing a population of 3D conformations.",Human
"Morphological trends in growing colonies of living cells are at the core of physiological and evolutionary processes. Using active gel equations, which include cell division, we show that shape changes during the growth can be regulated by the dynamics of topological defects in the orientation of cells. The friction between the dividing cells and underlying substrate drives anisotropic colony shapes toward more isotropic morphologies, by mediating the number density and velocity of topological defects. We show that the defects interact with the interface at a specific interaction range, set by the vorticity length scale of flows within the colony, and that the cells predominantly reorient parallel to the interface due to division-induced active stresses.",Human
"Understanding protein self-assembly is important for many biological and industrial processes. Proteins can self-assemble into crystals, filaments, gels, and other amorphous aggregates. The final forms include virus capsids and condensed phases associated with diseases, such as amyloid fibrils. Although seemingly different, these assemblies all originate from fundamental protein interactions and are driven by similar thermodynamic and kinetic factors. Here we review recent advances in understanding protein self-assembly through a soft condensed matter perspective with an emphasis on three specific systems: globular proteins, viruses and amyloid fibers. We conclude with a discussion of unanswered questions in the field.",Human
"We propose a model for membrane-cortex adhesion which couples membrane deformations, hydrodynamics and kinetics of membrane-cortex ligands. In its simplest form, the model gives explicit predictions for the critical pressure for membrane detachment and for the value of adhesion energy. We show that these quantities exhibit a significant dependence on the active acto-myosin stresses. The model provides a simple framework to access quantitative information on cortical activity by means of micropipette experiments. We also extend the model to incorporate fluctuations and show that detailed information on the stability of membrane-cortex coupling can be obtained by a combination of micropipette aspiration and fluctuation spectroscopy measurements.",Human
"Multiple myeloma (MM), a plasma cell cancer, is associated with many health challenges, including damage to the kidney by tubulointerstitial fibrosis. We develop a mathematical model which captures the qualitative behavior of the cell and protein populations involved. Specifically, we model the interaction between cells in the proximal tubule of the kidney, free light chains, renal fibroblasts, and myeloma cells. We analyze the model for steady-state solutions to find a mathematically and biologically relevant stable steady-state solution. This foundational model provides a representation of dynamics between key populations in tubulointerstitial fibrosis that demonstrates how these populations interact to affect patient prognosis in patients with MM and renal impairment.",Human
"Aim: Molecular dynamics simulations and normal mode analysis are well-established approaches to generate receptor conformational ensembles (RCEs) for ligand docking and virtual screening. Here, we report new fast molecular dynamics-based and normal mode analysis-based protocols combined with conformational pocket classifications to efficiently generate RCEs. Materials \& methods: We assessed our protocols on two well-characterized protein targets showing local active site flexibility, dihydrofolate reductase and large collective movements, CDK2. The performance of the RCEs was validated by distinguishing known ligands of dihydrofolate reductase and CDK2 among a dataset of diverse chemical decoys. Results \& discussion: Our results show that different simulation protocols can be efficient for generation of RCEs depending on different kind of protein flexibility.",Human
"A model of interdependent networks of networks (NoN) has been introduced recently in the context of brain activation to identify the neural collective influencers in the brain NoN. Here we develop a new approach to derive an exact expression for the random percolation transition in Erd\""{o}s-R\'enyi NoN. Analytical calculations are in excellent agreement with numerical simulations and highlight the robustness of the NoN against random node failures. Interestingly, the phase diagram of the model unveils particular patterns of interconnectivity for which the NoN is most vulnerable. Our results help to understand the emergence of robustness in such interdependent architectures.",Human
"We present a method of dimensional reduction for the general Markov model of sequence evolution on a phylogenetic tree. We show that taking certain linear combinations of the associated random variables (site pattern counts) reduces the dimensionality of the model from exponential in the number of extant taxa, to quadratic in the number of taxa, while retaining the ability to statistically identify phylogenetic divergence events. A key feature is the identification of an invariant subspace which depends only bilinearly on the model parameters, in contrast to the usual multi-linear dependence in the full space. We discuss potential applications including the computation of split (edge) weights on phylogenetic trees from observed sequence data.",Human
"Living systems, particularly multicellular systems, often seem hopelessly complex. But recent studies have suggested that beneath this complexity, there may be unifying quantitative principles that we are only now starting to unravel. All cells interact with their environments and with other cells. Communication among cells is a primary means for cells to interact with each other. The complexity of these multicellular systems, due to the large numbers of cells and the diversity of intracellular and intercellular interactions, makes understanding multicellular systems a daunting task. To overcome this challenge, we will likely need judicious simplifications and conceptual frameworks that can reveal design principles that are shared among diverse multicellular systems. Here we review some recent progress towards developing such frameworks.",Human
"Understanding how the brain functions is one of the biggest challenges of our time. The analysis of experimentally recorded neural firing patterns (spike trains) plays a crucial role in addressing this problem. Here, the PySpike library is introduced, a Python package for spike train analysis providing parameter-free and time-scale independent measures of spike train synchrony. It allows to compute similarity and dissimilarity profiles, averaged values and distance matrices. Although mainly focusing on neuroscience, PySpike can also be applied in other contexts like climate research or social sciences. The package is available as Open Source on Github and PyPI.",Human
"We combine traction force data with Bayesian inversion to obtain an absolute estimate of the internal stress field of a cell monolayer. The method, Bayesian inversion stress microscopy (BISM), is validated using numerical simulations performed in a wide range of conditions. It is robust to changes in each ingredient of the underlying statistical model. Importantly, its accuracy does not depend on the rheology of the tissue. We apply BISM to experimental traction force data measured in a narrow ring of cohesive epithelial cells, and check that the inferred stress field coincides with that obtained by direct spatial integration of the traction force data in this quasi-one-dimensional geometry.",Human
"The precision of concentration sensing is improved when cells communicate. Here we derive the physical limits to concentration sensing for cells that communicate over short distances by directly exchanging small molecules (juxtacrine signaling), or over longer distances by secreting and sensing a diffusive messenger molecule (autocrine signaling). In the latter case, we find that the optimal cell spacing can be large, due to a tradeoff between maintaining communication strength and reducing signal cross-correlations. This leads to the surprising result that autocrine signaling allows more precise sensing than juxtacrine signaling for sufficiently large populations. We compare our results to data from a wide variety of communicating cell types.",Human
"Cells may control fluctuations in protein levels by means of negative autoregulation, where transcription factors bind DNA sites to repress their own production. Theoretical studies have assumed a single binding site for the repressor, while in most species it is found that multiple binding sites are arranged in clusters. We study a stochastic description of negative autoregulation with multiple binding sites for the repressor. We find that increasing the number of binding sites induces regular bursting of gene products. By tuning the threshold for repression, we show that multiple binding sites can also suppress fluctuations. Our results highlight possible roles for the presence of multiple binding sites of negative autoregulators.",Human
"We introduce a novel tool for analyzing complex network dynamics, allowing for cascades of causally-related events, which we call causal webs (c-webs), to be separated from other non-causally-related events. This tool shows that traditionally-conceived avalanches may contain mixtures of spatially-distinct but temporally-overlapping cascades of events, and dynamical disorder or noise. In contrast, c-webs separate these components, unveiling previously hidden features of the network and dynamics. We apply our method to mouse cortical data with resulting statistics which demonstrate for the first time that neuronal avalanches are not merely composed of causally-related events.",Human
"Recently, we have proposed a new illness-death model that comprises a state of undiagnosed chronic disease preceding the diagnosed disease. Based on this model, the question arises how case-finding can be assessed in the presence of mortality from all these states. We simulate two scenarios of different performance of case-finding and apply several indices to assess case-finding in both scenarios. One of the prevalence based indices leads to wrong conclusions. Some indices are partly insensitive to distinguish the quality of case-finding. The incidence based indices perform well. If possible, incidence based indices should be preferred.",Human
"Measuring microorganisms in food products is a critical issue for food safety and human health. Although various approaches for detecting low-levels of microorganisms in food have been developed, they require high-cost, complex equipment, invasive procedures, and skilled technicians which limit their widespread use in the food industry. Here, we present a simple, non-destructive, non-contact, and rapid optical method for measuring living microorganisms in meat products using laser speckle decorrelation. By simply measuring dynamic speckle intensity patterns reflected from samples and analyzing the temporal correlation time, the presence of living microorganisms can be non-invasively detected with high sensitivity. We present proof-of-principle demonstrations for detecting E. coli and B. cereus in chicken breast tissues.",Human
"Maximizing the speed and precision of communication while minimizing power dissipation is a fundamental engineering design goal. Also, biological systems achieve remarkable speed, precision and power efficiency using poorly understood physical design principles. Powerful theories like information theory and thermodynamics do not provide general limits on power, precision and speed. Here we go beyond these classical theories to prove that the product of precision and speed is universally bounded by power dissipation in any physical communication channel whose dynamics is faster than that of the signal. Moreover, our derivation involves a novel connection between friction and information geometry. These results may yield insight into both the engineering design of communication devices and the structure and function of biological signaling systems.",Human
